expected_value,final_value,price_reduction_percent,number_of_bidders,supplier_previous_wins,buyer_previous_tenders,contract_days,risk_score,risk_label,region_Aktobe,region_Almaty,region_Astana,region_Atyrau,region_Karaganda,region_Kostanay,region_Pavlodar,region_Shymkent,procedure_type_direct_award,procedure_type_limited_tender,procedure_type_negotiation,procedure_type_open_tender
305053.3295397179,186346.93967211098,5.163965536908463,7.530492851526693,12.599277025500388,23.538127904963087,33.41909155369694,0.08604258299886167,0.0,0.0,0.0,0.0,0.0,0.0,1.00000001,0.0,0.0,0.0,0.0,0.00016474723980665205,1.00000001
209810.29045475394,160345.38679738605,1.2365872864132494,3.4786655044202384,13.371797210385163,17.88702869818003,77.92015239944675,5.197406709805643,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999503953546,0.0,0.0,6.258487764000893e-07,0.0,0.0008030533870893716,0.9999997715814185
58105.10043168075,43451.4173887623,0.022640347488422693,1.0,10.115114276457499,24.68417931218158,15.729203373487547,82.43100346104511,1.00000001,0.0,0.9999965529305684,2.9802322685718535e-08,0.0,0.0,9.924173454344272e-06,0.0,4.082918207943439e-06,1.00000001,0.0,0.0,0.0
60758.09118924625,122789.20853787502,9.234594157477707,6.6436242541827735,17.626264580537015,19.74874592288291,111.01702154200746,0.0585472583839631,0.0,0.0,0.0,0.9999871353965997,4.202127498686313e-06,2.115964910686016e-06,0.0,0.0,0.0,0.0,0.0,0.00011092424503624438,1.00000001
755867.7597743905,758702.4505269015,11.123389295521209,2.1448369936608565,13.491534597145671,19.788350109907004,47.30227470589243,0.20363107326042204,0.0,2.9802322685718535e-07,0.0024873316536727546,0.9915181497543537,5.066394856572151e-07,1.0430812940001488e-06,0.04532751486329406,1.1920929074287414e-07,3.176927598297596e-05,0.0,0.00011897087216138839,9.977817635178565e-05,0.9999431471683156
1368346.5314141999,1696056.9386356384,0.2549877406028071,1.2399387363046837,10.2521238375846,21.554901128220283,87.99082488221532,41.5089650500971,5.927681982189417e-05,0.051796168606874644,0.20262953841659992,0.8102109513241553,0.010268747909236549,0.038426101591994166,0.0954897413266015,0.01185879123148769,0.10728931534291267,5.3405762252807614e-05,0.9999808173041903,0.0014292299890390039,6.407499377429485e-06
1445910.3576445724,1181285.1488466319,16.61518865192977,4.430747335089819,14.466927416061072,14.99888897254604,155.23004353791188,27.23553508840544,0.0,0.011257886999175548,0.8951421469557242,0.0,0.01597067729708165,0.0,0.0,0.0,0.0,0.05487829501670897,4.0739775111377234e-05,0.00037619471926182506,0.9375503156956935
705058.0296474444,445066.3143066909,14.503683595788871,6.757456966518853,14.799785084619387,25.21873856222656,68.5472843080981,0.03401830792827278,0.0,0.9999955992562425,0.0,0.0,0.0,1.952052135914564e-05,0.0,0.0,5.960464537143707e-08,0.0,0.0,0.005811542330683171,1.00000001
77198.39686792502,37405.88100174372,4.072628451769565,6.198626168048252,10.107061480328252,14.767443659973713,60.56983903309755,0.13839110733706683,0.0,0.0,0.0,0.0,0.999654362661491,0.0,0.0003487467800682783,0.0,0.0,0.0,0.0,2.6166439318060872e-05,1.00000001
37152.88415793185,51641.87529493816,0.0334599018209964,1.0000458955765426,14.123504168560196,20.208424572928905,32.35709503407689,69.75791335926577,0.996381888816663,0.0,1.00000001,0.0,0.0,0.0,0.0,0.0,0.0,1.00000001,0.0,0.0,0.0
707062.6813458942,590939.5536193058,12.103775886810062,2.892680588088198,8.407561008165436,20.30371094228241,67.08428591782533,3.372883946100316,0.0,0.00614559656566739,3.740191497057676e-05,5.8710575690865515e-05,0.8836318342834008,0.0001370310797089338,0.17824477135565936,0.00017139315776556728,0.0027608573712822795,0.0,0.9990310768848418,0.00012153387191236019,0.00048807263862401244
328405.46257210185,268428.5984545933,5.098855902487053,2.061883033838906,8.304190192600693,19.979486470135193,78.07095378986396,46.85726672962227,0.02884426741834074,0.0,0.998684654685943,0.0,0.0,0.0,8.910894483029842e-06,0.009530186748439072,1.788139361143112e-07,0.9225046130878084,0.0,0.0004957616378769279,0.057792157512659724
266406.61906534474,183816.78295659513,25.986655244069805,2.6155622624588553,13.159884816714305,18.468217853940263,117.92341024237003,0.43387845163681416,0.0,0.3018455237532422,0.0,0.0,0.0,0.0,0.4265311403012305,1.5527010119259355e-05,0.0,0.0,1.00000001,1.281499875485897e-06,0.0
53565.04979696519,42649.176810856516,2.8663165102151766,1.056637644848672,17.346341200982483,25.598051077603884,49.681419583209795,71.26781047228978,0.9999998311860638,0.0,4.172325176000595e-07,0.9999983410699296,0.0,2.0861625880002974e-07,0.0,0.0,0.0,0.9999988775117379,0.0,0.0,5.364418083429337e-07
138209.1709031584,143564.47914528212,5.968374039758958,6.84184808373536,7.590196881332352,20.589903836353777,107.47544661664158,0.20463421943210988,0.0,0.0,0.0,0.0,1.00000001,0.0,0.0,0.0,0.0,0.0,6.556510990858077e-07,3.5613775609433645e-05,0.9999998311860638
1643462.3811336807,1099085.9577397087,5.385205795200064,3.909856114968171,12.866988843846102,21.606441502992247,117.72604168013837,0.5068294704556688,0.0,1.00000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.48362737417221e-06,0.008752167312405705,0.9999991755349648
482118.0996618016,410335.5992381377,4.9275708453613145,2.9218301204479555,14.284628934509877,21.173864369678356,128.23635638366503,8.47112611035825,0.0,0.36353233820143965,3.2782554954290385e-07,0.7573942021769082,5.960464537143707e-08,1.4901161342859267e-07,5.960464537143707e-08,0.0,7.718801575601101e-06,0.0,0.9999871950012451,3.3706426957547664e-05,4.7683716297149655e-06
1005407.1088243489,745535.8788608224,13.026095037092665,6.0199133825489595,9.284186129222677,23.309387212752934,75.18032551146025,0.02578794956510663,4.768371629714966e-07,0.9507556056684445,9.906292060732841e-05,0.0008038282474792004,3.358721766680479e-05,3.379583392560482e-05,0.20200282537284195,3.933906594514847e-06,3.144145043343305e-05,0.0,0.0,0.0022496283279314637,1.00000001
182077.62913160468,107493.68724901753,11.92948799536324,1.500014574049954,13.464703208659383,21.594163899838996,87.99814731282636,4.800518006651116,0.0,0.012656480200493633,5.960464537143707e-08,3.576278722286224e-07,0.0,0.9945158461840193,1.1920929074287414e-07,0.00011610984918355942,1.0490417585372923e-05,0.0,1.00000001,1.8179416838288305e-06,0.0
82894.61178052316,71175.67817401717,7.952401545350197,4.443601851614377,13.631911224657738,23.44218445400537,67.86407828627733,5.933270157081545,0.0027868747989869117,2.384185814857483e-07,0.0,0.01005309830228269,0.0,0.9981741408983367,0.0,0.0,0.0,2.7388334548175332e-05,0.0,0.00011378526801407336,0.9998936753126573
360637.9212282222,223321.01175163544,2.4345849760651097,1.3735430543990657,10.53538924957328,22.778095250916984,68.59691411557287,59.5009869407083,0.9996989469362288,0.42166763965750276,0.0,2.0861625880002974e-07,5.960464537143707e-08,0.00023624301192969082,0.7084677886284094,0.00020101666651517152,5.2571297217607495e-05,0.9975612263299822,0.0,0.00014489889289796351,0.0012046098829567432
182917.54408976343,268659.49652181135,0.7137915375259969,1.1008768083106135,13.552901572482359,16.04021644937292,114.60090965568993,33.992965821450646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00000001,0.0,0.3522177373821932,0.0,0.0005578696783539652,0.7813925821242285
103965.91073859944,63066.468610290976,11.009083990001635,7.04429263739981,11.675740784006075,16.605571750452913,90.60207337554381,0.031378716234084066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00000001,0.0,0.0,0.0,0.0004775226163932681,1.00000001
1886871.8604878958,1561881.2037373737,14.644475417316233,1.92324876917171,10.782474344142843,19.21947861162132,119.12106931769159,1.8859857323004328,5.364418083429337e-07,0.07272553516634225,0.015125930460554956,0.00346806648861438,0.9217152091645091,1.5437603151202202e-05,4.822015810549259e-05,1.218914997845888e-05,0.0029107928567141295,1.6093254250288008e-06,0.9274904224638384,0.000939399013376534,0.043913633070438204
3649073.07722602,2140521.829424868,21.777224929537347,4.428540592323147,16.541628607043837,22.523067479841192,94.54775929884568,0.008336752654102742,0.0,1.00000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034191012724417444,1.00000001
187322.11254684834,256422.24617439252,7.37674920808144,4.285913203880487,14.149582035126874,14.103106501562984,144.7375235030606,0.05623191595739066,0.0,0.0,0.0,0.00012013316274613141,9.834766486287117e-07,0.0,0.0,0.9999562601902973,0.0,0.0,0.0,0.008531093682723045,1.00000001
679059.9874568759,424096.77682919573,5.984448554153427,1.2516341809052842,12.566301053785924,20.28109741688472,56.81135162951202,6.711696387126891,0.0,5.960464537143707e-08,0.9999969105584406,5.066394856572151e-07,0.0,0.0,2.9802322685718535e-07,0.0,2.6345253254175185e-05,0.0,1.00000001,1.6391277477145194e-06,0.0
118893.73587580578,83863.44016386522,0.0750426292672956,1.0,12.62170118694524,26.015384680639574,43.33104744724495,80.71285725589455,1.00000001,0.9999965529305684,0.0,2.9802322685718535e-08,8.94069680571556e-08,1.4901161342859267e-07,0.0,0.0,1.7553568061888218e-05,1.00000001,0.0,0.0,0.0
803214.4014461638,840153.7402251216,7.021483209121086,2.5717411659759657,12.007289176936629,24.480411535628644,135.9953898256065,0.5650398135849994,2.1994114142060278e-05,0.019393742278440592,0.27951169293488737,0.9055459589913726,0.0015565157092297076,0.005436658913619518,0.00045591593244612215,0.00035628676770776507,0.00627020007681638,0.0,2.0265579426288605e-06,0.0019279420568618178,0.9999991755349648
475110.67071645334,484356.6585763081,7.766295507193757,3.72988933714798,9.410168235014632,21.190601353936515,81.63438558945847,0.061538964517203865,2.0056963167488575e-05,0.000165283681614995,9.787082769989966e-05,9.331107232898474e-05,0.0003360211882814765,0.0001641809956756234,0.00011348724478721618,0.9987279276584827,7.30156905800104e-05,0.0,0.0,0.0036797821889737246,1.00000001
69601.33159517178,62613.005639183015,1.7223301416493733,6.611869939237965,15.226248450377273,16.359615329477613,107.85423130298798,0.07428854704777181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00000001,0.0,0.0,0.0,0.0010457337007191776,1.00000001
155982.3081284871,124223.55427573642,18.81311693827107,5.305247909020532,11.040456717503302,22.774074559997757,39.29788172395271,0.01713454723559737,0.0,2.464652086108923e-05,0.0,0.0,0.0,0.0847473749052435,0.9517243003650212,0.0,2.0861625880002974e-07,0.0,0.0,0.0018744766899636387,1.00000001
493314.85371462896,359931.76641741936,9.234206012030798,1.3493091469032794,12.207404321284699,15.90582275731432,142.8327733346394,11.201581062204216,0.0,1.1920929074287414e-07,2.9802322685718535e-08,2.4735927829146382e-06,4.8488379009664054e-05,0.0,0.0,0.9999147753571188,3.534555470526218e-05,0.0,1.00000001,4.172325176000595e-07,0.0
1060314.8486983352,746928.3851744735,15.493166022766527,2.246041120878722,12.742739087450722,24.755359655831754,66.02686882306361,0.003592073917811513,0.0,0.9999836783271682,0.0,2.9802322685718535e-08,0.0,0.0,1.728534715771675e-06,4.044175188452005e-05,7.74860389828682e-07,0.0,0.0,0.008855998604642748,1.00000001
313942.60034161975,312474.05404834804,20.834223801975725,2.4016544540878586,10.05310580613111,21.969432836113494,55.47741979593798,0.00860780477625072,0.0,0.0067328513341894745,6.258487764000893e-07,4.47034840285778e-07,5.066394856572151e-07,0.9969086746724557,4.6670437325835226e-05,3.2782554954290385e-07,2.3543834921717644e-06,0.0,0.0,0.0076823533349564665,1.00000001
52399.75398303873,45149.993847154445,0.20519750125187966,1.0206711590585371,9.759193454859714,18.91161537605148,106.11565962926716,34.809909318012444,0.0,0.0,0.0,0.0,1.00000001,0.0,0.0,0.0,0.0,0.0,1.00000001,0.0,0.0
119647.1807783653,83827.85061215116,1.0544262174353878,4.247163359989299,5.926403584918197,19.623390202323716,77.70585507501674,38.911822144794684,0.0007213950229305029,0.0,0.0,0.0,1.00000001,0.0,0.0,0.0,0.0,0.3717594183904457,0.0,8.13603409320116e-06,0.678609795203914
40766.73613676791,36742.179264168786,10.313227418569038,6.822311171266196,8.694034520951387,24.08437348008496,37.03154876966817,0.04027023911949903,0.0,0.0,0.0,0.0,0.0,1.00000001,5.960464537143707e-08,0.0,0.0,0.0,0.0,0.0012928843627518414,1.00000001
1118700.7720156487,988061.139427657,1.4491083865292977,5.033799356024259,11.131397550638344,24.081573492291117,76.58143192871123,19.860080184888815,3.337860140800476e-06,0.9999389152384942,0.0,0.0,0.0,0.0,1.4901161342859267e-07,0.0004689097451370954,1.4901161342859268e-06,9.432435130029917e-05,0.0,0.023207813733436167,0.9998452167359703
1039896.5477463357,947140.967297105,15.050719027835559,7.7487008668034765,10.181772177299482,19.108829502700026,102.34055728193802,0.16079723836883186,0.0,5.960464537143707e-08,0.0,0.0,0.9999999503953546,0.0,0.0,0.0,0.0,0.0,0.0,0.0007448196485614776,1.00000001
831664.1678855754,1096847.9825633867,0.015149140363089146,1.0002426207069048,11.883843010362495,23.028203969867214,56.33108735322129,57.10305214600023,0.018038243235726056,5.960464537143707e-08,8.744001475989818e-05,1.4305114889144896e-05,7.450580671429634e-07,5.960464537143707e-08,0.9997733931382977,5.960464537143707e-08,0.00014886260181516407,0.9981681208291542,0.9618134594777535,0.00010249018771618604,0.0
22795.12777089359,14160.5218978113,7.165595438517001,7.244557985643515,15.607978649419218,16.318420413693257,43.81165459925476,0.00337421894113183,0.0,0.0,0.0,0.0,0.0,0.0,1.00000001,0.0,0.0,0.0,0.0,1.0907650102972984e-05,1.00000001
280066.46519760054,201021.4666854504,17.211018377396567,1.9592730416650372,14.362330562755037,17.946485523454957,53.1082299373799,1.1069363356938875,0.0,0.0,0.0,0.0,0.0,0.0,0.9999998907907092,0.0,0.0,0.0,0.9999972681863128,1.668930070400238e-06,6.854534217715263e-07
15761.42236468435,13141.098250665073,2.394740081642469,1.6223469385454696,10.27676350367681,23.50813675505137,40.477042944802136,25.616989138755947,0.0001715719717016816,0.0,0.0,0.0,0.0,1.00000001,0.0,0.0,0.0,0.021694272973519266,0.0,5.513429696857929e-06,0.9224184843752468
237653.64835770047,234632.76014691926,7.444975474011777,7.725764761042561,7.230362001524237,22.854160314417317,126.81657195690308,0.3859224915958482,0.0,0.0,0.0,0.0,0.9999996523721277,0.0,0.0,0.0,0.0,0.0,0.0,0.0008845329373121261,1.00000001
957338.3303735951,735829.6532667661,4.791710235307176,2.375557394800699,11.7905489858506,21.11012459304711,38.92704710512686,11.188129783992947,0.0,0.0,0.26999748023140785,0.0,4.351139112114906e-06,0.0,0.9644082881093538,0.0,1.0132789713144301e-05,0.0,0.9973983864388275,0.00015494227564305066,0.0019350350096610188
213600.43698660049,151421.43691076184,0.18385126596939952,1.0041529238283358,11.156685596056727,18.49410820429015,63.93948793687868,50.81534714104526,0.0,1.4305114889144897e-06,0.999886403545922,8.016824802458286e-06,4.023313562572002e-06,4.768371629714966e-07,0.00016391277477145194,1.3709068435430525e-06,0.0013282597197797894,0.0,1.00000001,0.0,0.0
78522.84231004487,44310.08042670256,5.890762593352123,1.3769284790178546,11.842015033638933,20.031439785886292,54.59277719487943,12.568015606689848,0.0,2.6822090417146682e-05,8.94069680571556e-08,0.0,0.0,0.9999617438176714,3.5464763996005056e-06,0.0,7.539987639486789e-06,0.0,1.00000001,5.960464537143707e-08,0.0
452041.98801718664,383216.7080471606,1.0550684217202726,1.6493329117037567,11.70113021692527,20.10354423994935,88.03101689023588,21.85263246554926,0.0,1.4901161342859267e-07,0.9999927382332646,3.635883367657661e-06,5.960464537143707e-08,0.0,2.9802322685718535e-07,2.9802322685718535e-08,1.7195940189659593e-05,0.0,1.00000001,4.6193600162863725e-06,0.0
563131.5965800985,625381.5593000518,1.1129709009115873,2.810551288330215,11.494797890891652,22.32257462089182,93.13102588483831,23.73883605282637,0.08184599958249807,1.7225742512345312e-05,0.9997522334891908,0.00020399689878374336,2.0265579426288605e-06,4.601478622674942e-05,1.9967556199431417e-06,2.9802322685718535e-07,4.7266483779549594e-05,0.003628283775372803,0.0,0.001860559005269408,0.9897568324836278
156643.13316545865,96594.95126118616,12.063916878007534,7.926653037429704,9.750921611660813,18.99945641001448,73.746686581066,0.15222743155362992,0.0,0.0,0.0,0.0,0.00013849139352053403,0.0,0.0,0.9999787907462477,0.0,0.0,0.0,0.0011446476097130775,1.00000001
231179.01658683096,258450.3297993861,1.2445954327019657,3.3357089195240133,10.618779843141736,21.135599141394913,44.899384232165005,13.066176475631588,0.0,0.0,0.9922643403097587,0.0,0.0,0.026406854655166564,0.0,0.0,2.6822090417146684e-07,2.9802322685718535e-08,0.995535264433807,0.0002911686926394701,0.001210868370720744
38186.98402543191,27636.635860018163,16.056019263923478,4.2685292111836866,10.307152842423045,21.286893849694145,46.21287137455681,0.04015877843375593,0.0,0.0,0.0,0.0,0.0,0.9999998907907092,3.2782554954290385e-07,0.0,0.0,0.0,2.5331974282860754e-06,0.00017279386693179607,0.9999979834420573
407995.18529906694,276382.0820286243,14.779169826732161,7.279248365789508,12.788543707261658,22.53288078856008,60.54153144618776,0.11163040996911137,0.0,0.9960906605193781,0.0,0.0,5.960464537143707e-08,0.03953281084492832,1.0430812940001487e-05,4.202127498686313e-06,1.847744006514549e-06,0.0,0.0,0.025537133472229242,1.00000001
179847.48440023448,136690.66104495726,4.846707798687878,7.202636131564461,12.777578836803556,19.626461033623503,62.28771031171005,0.06503731013109505,0.0,0.0,1.00000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5806169967949384e-05,1.00000001
1302640.843347262,658368.2127270465,16.231870322942846,5.390669173314163,12.676228886918564,22.15600967943352,56.643882992275415,0.0005649030209252237,0.0,1.00000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004159599584213793,1.00000001
1438850.9348511375,796331.5439655341,17.685557943596923,3.6272860206943363,14.783326513654364,20.60494232665389,143.73142153710475,0.24852439764085618,0.0,0.9999993543489009,0.0,0.0,0.0,0.0,0.0,1.096725474834442e-05,0.0,0.0,0.0009219050499600171,0.004149377387532591,0.9991999368451792
733122.2216363502,420170.2944335033,5.153182150674351,2.6182744824162674,14.33630777088016,19.755896572909556,81.04984641439492,2.501552701290699,0.0,1.00000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997265438870357,3.29613688904047e-05,0.0001268386853504181
116785.09648118274,82337.2560218246,17.20681934938001,7.1540172784028115,15.388664968189142,17.817764286232112,60.243537577583076,0.006454586983486414,0.0,0.0,0.0,0.0,0.0,0.0,1.00000001,0.0,0.0,0.0,0.0,7.721781807869672e-05,1.00000001
16289.374234323506,13198.041533407573,0.25229277619302215,1.0,10.587869172369723,22.919836049911474,31.098049582132823,82.7889138557558,1.00000001,0.0,1.00000001,0.0,0.0,0.0,0.0,0.0,0.0,1.00000001,0.0,0.0,0.0
523955.2570151802,361868.87967608037,2.154669476283349,6.829071172458409,11.894885486068132,21.743110661970505,76.20027035814266,2.3332217338445953,0.0,0.0,0.0,0.0,0.0,0.0,0.9999998907907092,0.0,0.0,0.0,0.0,0.004754424142698049,1.00000001
105289.23803344861,157046.84297998511,0.4950415851358107,1.8000717174515533,9.965901290155594,22.494094854099718,70.93588441922827,56.932223445914516,0.05473440940278232,0.0,0.9842971661768949,0.0,4.082918207943439e-06,0.13312000169359622,0.0,0.0,1.4901161342859267e-07,0.977845320943309,0.0,0.0003739297427377105,0.014982432276823221
51592.078937851256,40895.740360553915,1.9063904768708577,1.0006594359884147,14.77531815278782,22.280965810454013,39.937205465183084,76.00837529599812,0.9999721150259661,5.730986652463674e-05,0.9999542336323547,0.0,0.0,0.0,0.0,0.0,0.0,1.00000001,0.0,0.0,0.0
78529.17847791205,70012.50745946,1.2217389587715144,7.175659546137739,6.937523606742914,22.79088593085262,65.58904558705254,25.141867700196787,1.2785196432173252e-05,0.0,0.0,0.0,0.9999986986978018,4.6193600162863725e-06,0.0,0.0,0.0,0.0015055239351144433,0.0,5.0574541597664354e-05,0.9976587991344552
797240.6996525587,581065.2758981315,7.106770231740536,6.430110939153786,9.995445107212968,22.17344666064014,89.54624280741449,30.281669501052477,0.9595145679104227,0.11667987820956915,4.190206569612026e-05,0.00018110871496111153,0.053695828259507715,0.0232588651121968,4.625320480823516e-05,0.8180597506313115,0.00045222044443309306,0.005094230225960612,0.0,0.0022786259879046676,0.9801637032296764
1074135.5216796906,975568.165130605,11.910594133586228,4.499943678610607,7.171102884846391,20.19169712541391,106.47820711630625,0.5570526421725455,2.5928020736575125e-06,1.0430812940001487e-05,0.9916554788572894,4.1604042469263075e-05,0.0253696444187355,9.834766486287117e-07,2.3245811694860456e-06,0.00011587143060207367,1.603364960491657e-05,5.960464537143707e-08,5.960464537143707e-08,0.006213456454422771,0.9999998907907092
467979.686497695,474513.6302176144,7.252450039452716,4.556764488532935,11.556148594160307,21.58923531097027,68.87824654881103,11.748006941270118,0.23290404910295098,0.0010221004588294028,7.152557444572448e-07,0.0017118752173903584,8.195638738572596e-06,2.8192997260689732e-05,9.894371131658553e-06,0.9990869860422003,4.351139112114906e-05,0.00013050437104076147,0.0,0.0013608634607979655,0.9994847874454093
52677.61357980258,51392.22761023171,1.1591408018213503,1.0005826652058343,12.838244861517351,18.920595173417567,78.69090795869229,72.53023446459528,0.9155362936020791,0.0,0.0,0.0,0.0,0.0,0.0,1.00000001,0.0,1.00000001,0.0,1.1920929074287414e-07,0.0
508238.392620631,481031.20558566,0.34495368015499056,1.0002205073836616,10.65919966013181,23.501056676924158,53.862010242804146,75.86265058217865,1.00000001,0.9815926053931658,0.0019981563291093705,3.558397328674793e-05,0.0002265572570568323,1.1742115138173103e-05,0.00010970234980612993,0.0532995765770784,0.004401475235131085,1.00000001,0.0,1.2397766237258911e-05,0.0
289104.07687074586,330692.2587669921,3.6677601111405367,2.109867067730468,16.424079187584784,23.320188528063927,109.29931879552807,6.493985802699194,0.0,0.0,0.0,0.9999999503953546,0.0,0.0,0.0,0.0,0.0,0.00011131167523115873,0.0,6.368756357938051e-05,0.9999312262392414
639235.4951907203,669033.9673568278,4.122435451946609,1.657671303496522,9.905123864360663,19.11993980848963,96.45414248552218,18.022050412629348,0.0,0.0007495582178685069,9.626150227487087e-05,0.0007561147288593649,0.9982168774290681,1.3709068435430525e-05,6.401538912892341e-05,2.950429945886135e-06,0.001379758133380711,0.0,1.00000001,1.0520219908058642e-05,0.0
989860.5755306998,1153051.5234529427,0.8761404278854099,3.0809590548202563,9.383990232644685,18.834329609425765,104.44297239668703,23.968118282992126,6.258487764000893e-07,1.6391277477145194e-06,0.9621595836534255,1.788139361143112e-07,0.25468719260271905,0.0,5.960464537143707e-08,0.0,1.0848045457601547e-05,0.0006426870887175202,0.014006495615833997,0.006036967099477947,0.9870345691202235
569185.991335071,435492.724895608,17.256870704758857,6.994730004291439,14.0329688854284,23.903415685838958,39.65192124399612,0.0857917964559397,0.0,0.837706216606127,0.0010716021168103813,0.0,0.0,0.2582334305837381,7.289648128926754e-05,0.0,3.874301949143409e-06,0.0,0.0,0.021058738442246316,1.00000001
342190.91391443065,366770.1685735995,4.3310548081724844,6.709554501583783,11.592486625469572,20.055981640752357,90.67077637132446,1.8859654667212067,0.008035123428587317,0.00013044476639539004,6.65783888798952e-05,0.964655766596936,0.00020301342213511467,0.03222188385760397,0.0027775764743089675,0.07848656256007314,0.00019291043474465607,0.0,0.0,0.0037978589914545416,0.9999998907907092
544523.0169856938,443883.8731519373,8.166866901295759,4.94731748667998,9.857610677406427,22.720123296553165,69.48942542381185,0.284964442286638,8.97049912840128e-06,0.0004524886653372645,6.997585366606712e-05,8.94069680571556e-08,3.2782554954290385e-07,2.9802322685718535e-07,0.9995195965583061,7.450580671429634e-06,6.586313313543796e-06,0.0,0.0,0.0032442212429219484,1.00000001
1025282.5492764334,707590.6460384274,8.710040286145707,7.434728393210413,9.824769889026378,20.200814251881603,43.76536056572501,0.39161711935835897,0.0,1.4901161342859267e-07,0.0,0.0,1.2516975528001785e-05,0.0,0.9999566178181696,0.0,3.87430194914341e-07,0.0,0.0,0.0036525130637162923,1.00000001
95101.23917665255,49413.62214249916,4.953219320063278,7.6194601749570126,12.503264313929705,20.34623718741289,81.15954921014449,0.07814154029811829,0.0,0.0,0.0,0.0,0.0,0.0,1.00000001,0.0,0.0,0.0,0.0,0.00018239021483659743,1.00000001
