,expected_value,final_value,price_reduction_percent,number_of_bidders,supplier_previous_wins,buyer_previous_tenders,contract_days,risk_score,risk_label,region_Aktobe,region_Almaty,region_Astana,region_Atyrau,region_Karaganda,region_Kostanay,region_Pavlodar,region_Shymkent,procedure_type_direct_award,procedure_type_limited_tender,procedure_type_negotiation,procedure_type_open_tender
region_Almaty,0.039054486743589426,0.06772827959446175,-0.16838790095445863,-0.15404862703490527,-0.0978051285911852,0.01899752970370112,-0.046120380728094386,0.16448615387874674,0.11029697186586034,-0.14083175011141283,1.0,-0.1111187447240994,-0.15313012680055996,-0.1450648649508675,-0.1741539234419802,-0.171775702301971,0.023350976843344026,0.12520643352047278,0.04750326656430337,-0.12011527415815887,-0.12986219042341596
region_Astana,-0.090022809097882,-0.016305022500490676,-0.05159864941969729,-0.17835040534017577,0.3720308206323851,-0.10429691640806943,0.1294500908991163,-0.010193542722176211,-0.015587537997399935,-0.14536564568811783,-0.1111187447240994,1.0,-0.13157759878726,-0.12154925621486379,-0.15336611884407605,-0.14926040616383135,0.03258675833897658,-0.018776105092092685,0.05872752421191073,-0.11712390157710041,-0.04196117826775861
region_Atyrau,0.03114449222648101,0.0873072038647789,-0.115898184889567,0.07450972956526418,-0.43967862719819006,-0.1491190487445075,0.18165341051382122,0.06167919705505065,-0.004248875385203167,-0.1644021341387652,-0.15313012680055996,-0.13157759878726,1.0,-0.15758705478743606,-0.19432358927981733,-0.18789020836240297,0.02482307510169934,0.0041221278919072535,0.04937100194467695,-0.08139221430202752,-0.0439491786069559
region_Karaganda,-0.2624828825834771,-0.2661670162552829,0.02901120489496391,0.016913556715524258,0.01683464094237939,0.41203215232310275,-0.26737596282544474,-0.018834056945803927,0.05722906919163344,-0.1586034342560287,-0.1450648649508675,-0.12154925621486379,-0.15758705478743606,1.0,-0.1804560020093939,-0.17122452742783006,-0.03867196741534644,0.02674783287676977,-0.082852958484412,-0.04958871650740615,0.056831038538811614
region_Kostanay,-0.14945322178392847,-0.1615683498147,0.06636048216656835,0.1003671431664467,-0.04302424357594362,-0.11608977077295012,-0.27330721074144926,-0.11898986357820074,-0.0930860784778387,-0.20864550968171772,-0.1741539234419802,-0.15336611884407605,-0.19432358927981733,-0.1804560020093939,1.0,-0.21148755765317723,-0.010535455075669912,-0.103885563637781,-0.03517268828339743,-0.11388669327063176,0.10455023235712618
region_Pavlodar,-0.10706807396056067,-0.10609113369182659,-0.030129593387502304,0.07115471133934118,0.049854403296182646,-0.2915448532371596,0.25376134390438043,-0.02818247045343415,0.007944203594816198,-0.19979784491650326,-0.171775702301971,-0.14926040616383135,-0.18789020836240297,-0.17122452742783006,-0.21148755765317723,1.0,-0.02428292066969635,0.004370723619393598,-0.03008580667497355,0.19923217660484724,0.02488920704793607
region_Shymkent,0.018792732801663724,0.05323322916656447,-0.09370326062969539,-0.15295092884155317,-0.04878872989329363,0.020692682899462647,0.028026683587927308,0.13269682362019417,0.015027649217475719,-0.01727095094868984,0.023350976843344026,0.03258675833897658,0.02482307510169934,-0.03867196741534644,-0.010535455075669912,-0.02428292066969635,1.0,0.009595860856977561,0.18975518981686143,-0.03907632550837502,-0.17321514621277112
procedure_type_direct_award,-0.12236790501053493,-0.10643971864471914,-0.34965617718559283,-0.40012626127274203,-0.13593436313329602,0.1522662739041384,-0.18894208359689477,0.8394011485788072,0.8689101570688602,-0.017701541136872827,0.12520643352047278,-0.018776105092092685,0.0041221278919072535,0.02674783287676977,-0.103885563637781,0.004370723619393598,0.009595860856977561,1.0,-0.16201038632297873,-0.1345447377055826,-0.46907230983577874
procedure_type_limited_tender,-0.07012060073510396,-0.04703511604538217,-0.21261481092003046,-0.49069998012479,0.1055100205575164,-0.2449354075418038,0.21992108523652143,0.12780513413061784,-0.16086407418611495,-0.007947726395235201,0.04750326656430337,0.05872752421191073,0.04937100194467695,-0.082852958484412,-0.03517268828339743,-0.03008580667497355,0.18975518981686143,-0.16201038632297873,1.0,-0.2420301958484888,-0.787649431740559
procedure_type_negotiation,0.4015290780262784,0.39781832618426344,0.16977002563149093,0.20972658378888653,-0.09489571959631328,0.11948177645405428,0.07695219122784949,-0.16987203180664454,-0.12002662755635062,0.268490803096426,-0.12011527415815887,-0.11712390157710041,-0.08139221430202752,-0.04958871650740615,-0.11388669327063176,0.19923217660484724,-0.03907632550837502,-0.1345447377055826,-0.2420301958484888,1.0,0.2981964466781049
procedure_type_open_tender,0.13227128685266096,0.10402108494282107,0.4044153554413317,0.6892896853302897,-0.011750233740714645,0.11971197054533642,-0.07803896063768397,-0.6351760892801432,-0.3969293935746226,0.01612818667505853,-0.12986219042341596,-0.04196117826775861,-0.0439491786069559,0.056831038538811614,0.10455023235712618,0.02488920704793607,-0.17321514621277112,-0.46907230983577874,-0.787649431740559,0.2981964466781049,1.0
